Condition,Data Type,Geography,Sex,Age group type,Prevalence_Age_Group,Fiscal year,Prevalence_Rate,Standard Error,Prevalence_Lower_CI,Prevalence_Upper_CI,Rate CV (%),Case counts,Population_disease,Primary_Specialty,Secondary_Specialty,Mapping_Type,Mapping_Rationale,Province,Specialty,Population_market,Physician_Count,Physicians_per_100k,Service_Volume,Services_per_Physician,Market_Activity_Index,Incidence_Rate,Incidence_Age_Group,Incidence_Lower_CI,Incidence_Upper_CI,Incidence_Evidence_Status,Market_Evidence_Status,Prevalence_Percentile,Geographic_Prevalence_Signal,Market_Activity_Percentile
Asthma,Age-standardized prevalence,New Brunswick,Both sexes,Total,1+,2023–2024,,,,,,,,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,New Brunswick,Internal Medicine,835000,70,8.383233532934131,221150.0,3159.285714285714,1.5177007276912413,,1+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.25833333333333336
Asthma,Age-standardized prevalence,Quebec,Both sexes,Total,1+,2023–2024,11.42,0.0116,11.4,11.45,0.1,990605.0,8752780.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Quebec,Internal Medicine,8903100,945,10.614280419179837,7159196.0,7575.868783068783,3.6393990935879703,343.0,1+,339.0,347.0,Available,Available,0.75,High relative prevalence,0.7583333333333333
Asthma,Age-standardized prevalence,Ontario,Both sexes,Total,1+,2023–2024,13.08,0.0089,13.06,13.09,0.07,2149220.0,16398910.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Ontario,Internal Medicine,15788400,1734,10.982746826784222,13644203.0,7868.6291810841985,3.780039323465891,487.0,1+,484.0,491.0,Available,Available,0.9166666666666666,High relative prevalence,0.9583333333333334
Asthma,Age-standardized prevalence,Manitoba,Both sexes,Total,1+,2023–2024,13.16,0.0298,13.1,13.21,0.23,196510.0,1501935.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Manitoba,Internal Medicine,1461000,126,8.624229979466119,964395.0,7653.928571428572,3.676898518556522,561.0,1+,548.0,573.0,Available,Available,1.0,High relative prevalence,0.8583333333333333
Asthma,Age-standardized prevalence,Saskatchewan,Both sexes,Total,1+,2023–2024,11.28,0.0296,11.22,11.34,0.26,147590.0,1308590.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Saskatchewan,Internal Medicine,1217700,117,9.608277900960829,489055.0,4179.957264957265,2.008024837404817,426.0,1+,414.0,438.0,Available,Available,0.6666666666666666,Moderate relative prevalence,0.4583333333333333
Asthma,Age-standardized prevalence,Alberta,Both sexes,Total,1+,2023–2024,10.54,0.0142,10.52,10.57,0.14,560615.0,5351835.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Alberta,Internal Medicine,4734700,521,11.003865081208946,2652189.0,5090.573896353167,2.4454792651154724,379.0,1+,373.0,384.0,Available,Available,0.4166666666666667,Lower relative prevalence,0.6583333333333333
Asthma,Age-standardized prevalence,British Columbia,Both sexes,Total,1+,2023–2024,9.8,0.013,9.77,9.82,0.13,573705.0,5805145.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,British Columbia,Internal Medicine,5585500,673,12.049055590367916,2850985.0,4236.233283803864,2.035059478294952,386.0,1+,380.0,391.0,Available,Available,0.3333333333333333,Lower relative prevalence,0.5583333333333333
Asthma,Age-standardized prevalence,Yukon,Both sexes,Total,1+,2023–2024,7.6,0.1307,7.34,7.86,1.72,3500.0,46970.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Yukon,Internal Medicine,45700,0,0.0,,,,327.0,1+,274.0,390.0,Available,Unavailable_due_to_service_volume,0.16666666666666666,Lower relative prevalence,
Asthma,Age-standardized prevalence,Northwest Territories,Both sexes,Total,1+,2023–2024,8.53,0.1471,8.24,8.83,1.73,3685.0,44635.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Northwest Territories,Internal Medicine,44300,1,2.257336343115124,,,,393.0,1+,334.0,469.0,Available,Unavailable_due_to_service_volume,0.25,Lower relative prevalence,
Asthma,Age-standardized prevalence,Nunavut,Both sexes,Total,1+,2023–2024,4.49,0.1427,4.21,4.8,3.18,1715.0,42265.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Nunavut,Internal Medicine,40900,0,0.0,,,,116.0,1+,86.0,224.0,Available,Unavailable_due_to_service_volume,0.08333333333333333,Lower relative prevalence,
Chronic obstructive pulmonary disease,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,35+,2023–2024,10.41,0.0513,10.31,10.51,0.49,41920.0,366010.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Newfoundland and Labrador,Internal Medicine,540500,64,11.840888066604997,204038.0,3188.09375,1.531539924497413,716.0,35+,687.0,745.0,Available,Available,0.5833333333333334,Moderate relative prevalence,0.35833333333333334
Chronic obstructive pulmonary disease,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,35+,2023–2024,10.18,0.0949,9.99,10.37,0.93,11620.0,106545.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Prince Edward Island,Internal Medicine,175800,17,9.670079635949945,10509.0,618.1764705882352,0.29696803774693986,699.0,35+,647.0,754.0,Available,Available,0.5,Moderate relative prevalence,0.058333333333333334
Chronic obstructive pulmonary disease,Age-standardized prevalence,Nova Scotia,Both sexes,Total,35+,2023–2024,10.95,0.0375,10.88,11.03,0.34,85850.0,731260.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Nova Scotia,Internal Medicine,1056200,98,9.278545729975384,145180.0,1481.428571428571,0.7116688467627479,637.0,35+,618.0,657.0,Available,Available,0.8333333333333334,High relative prevalence,0.15833333333333333
Chronic obstructive pulmonary disease,Age-standardized prevalence,New Brunswick,Both sexes,Total,35+,2023–2024,,,,,,,,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,New Brunswick,Internal Medicine,835000,70,8.383233532934131,221150.0,3159.285714285714,1.5177007276912413,,35+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.25833333333333336
Chronic obstructive pulmonary disease,Age-standardized prevalence,Quebec,Both sexes,Total,35+,2023–2024,8.98,0.0125,8.95,9.0,0.14,526090.0,5383140.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Quebec,Internal Medicine,8903100,945,10.614280419179837,7159196.0,7575.868783068783,3.6393990935879703,674.0,35+,667.0,682.0,Available,Available,0.08333333333333333,Lower relative prevalence,0.7583333333333333
Chronic obstructive pulmonary disease,Age-standardized prevalence,Ontario,Both sexes,Total,35+,2023–2024,9.54,0.0098,9.52,9.56,0.1,945650.0,9781605.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Ontario,Internal Medicine,15788400,1734,10.982746826784222,13644203.0,7868.6291810841985,3.780039323465891,575.0,35+,570.0,580.0,Available,Available,0.25,Lower relative prevalence,0.9583333333333334
Chronic obstructive pulmonary disease,Age-standardized prevalence,Manitoba,Both sexes,Total,35+,2023–2024,10.74,0.0364,10.67,10.81,0.34,87780.0,830330.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Manitoba,Internal Medicine,1461000,126,8.624229979466119,964395.0,7653.928571428572,3.676898518556522,766.0,35+,745.0,787.0,Available,Available,0.75,High relative prevalence,0.8583333333333333
Chronic obstructive pulmonary disease,Age-standardized prevalence,Saskatchewan,Both sexes,Total,35+,2023–2024,10.43,0.0388,10.35,10.51,0.37,72955.0,723500.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Saskatchewan,Internal Medicine,1217700,117,9.608277900960829,489055.0,4179.957264957265,2.008024837404817,822.0,35+,799.0,845.0,Available,Available,0.6666666666666666,Moderate relative prevalence,0.4583333333333333
Chronic obstructive pulmonary disease,Age-standardized prevalence,Alberta,Both sexes,Total,35+,2023–2024,9.14,0.0186,9.11,9.18,0.2,243815.0,3021565.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Alberta,Internal Medicine,4734700,521,11.003865081208946,2652189.0,5090.573896353167,2.4454792651154724,572.0,35+,562.0,582.0,Available,Available,0.16666666666666666,Lower relative prevalence,0.6583333333333333
Chronic obstructive pulmonary disease,Age-standardized prevalence,British Columbia,Both sexes,Total,35+,2023–2024,9.57,0.0164,9.54,9.6,0.17,346025.0,3502410.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,British Columbia,Internal Medicine,5585500,673,12.049055590367916,2850985.0,4236.233283803864,2.035059478294952,565.0,35+,556.0,573.0,Available,Available,0.3333333333333333,Lower relative prevalence,0.5583333333333333
Chronic obstructive pulmonary disease,Age-standardized prevalence,Yukon,Both sexes,Total,35+,2023–2024,9.77,0.2087,9.37,10.2,2.14,2320.0,27490.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Yukon,Internal Medicine,45700,0,0.0,,,,1114.0,35+,969.0,1282.0,Available,Unavailable_due_to_service_volume,0.4166666666666667,Lower relative prevalence,
Chronic obstructive pulmonary disease,Age-standardized prevalence,Northwest Territories,Both sexes,Total,35+,2023–2024,12.42,0.2824,11.87,12.99,2.27,2240.0,23540.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Northwest Territories,Internal Medicine,44300,1,2.257336343115124,,,,726.0,35+,590.0,914.0,Available,Unavailable_due_to_service_volume,0.9166666666666666,High relative prevalence,
Chronic obstructive pulmonary disease,Age-standardized prevalence,Nunavut,Both sexes,Total,35+,2023–2024,20.53,0.5601,19.45,21.7,2.73,2040.0,16345.0,Internal Medicine,,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine is the closest available adult medical category,Nunavut,Internal Medicine,40900,0,0.0,,,,790.0,35+,594.0,1809.0,Available,Unavailable_due_to_service_volume,1.0,High relative prevalence,
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,1+,2023–2024,10.2,0.0397,10.12,10.27,0.39,67705.0,550540.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Newfoundland and Labrador,Internal Medicine,540500,64,11.840888066604997,204038.0,3188.09375,1.531539924497413,696.0,1+,673.0,719.0,Available,Available,0.75,High relative prevalence,0.35833333333333334
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Prince Edward Island,Both sexes,Total,1+,2023–2024,8.58,0.0675,8.45,8.72,0.79,16380.0,178455.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Prince Edward Island,Internal Medicine,175800,17,9.670079635949945,10509.0,618.1764705882352,0.29696803774693986,583.0,1+,545.0,622.0,Available,Available,0.3333333333333333,Lower relative prevalence,0.058333333333333334
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Nova Scotia,Both sexes,Total,1+,2023–2024,9.01,0.0265,8.96,9.07,0.29,117270.0,950930.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Nova Scotia,Internal Medicine,1056200,98,9.278545729975384,145180.0,1481.428571428571,0.7116688467627479,650.0,1+,634.0,665.0,Available,Available,0.4166666666666667,Lower relative prevalence,0.15833333333333333
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,New Brunswick,Both sexes,Total,1+,2023–2024,,,,,,,,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,New Brunswick,Internal Medicine,835000,70,8.383233532934131,221150.0,3159.285714285714,1.5177007276912413,,1+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.25833333333333336
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Quebec,Both sexes,Total,1+,2023–2024,7.54,0.0089,7.53,7.56,0.12,733575.0,8752785.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Quebec,Internal Medicine,8903100,945,10.614280419179837,7159196.0,7575.868783068783,3.6393990935879703,499.0,1+,495.0,504.0,Available,Available,0.08333333333333333,Lower relative prevalence,0.7583333333333333
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Ontario,Both sexes,Total,1+,2023–2024,10.35,0.0079,10.33,10.36,0.08,1734855.0,16398915.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Ontario,Internal Medicine,15788400,1734,10.982746826784222,13644203.0,7868.6291810841985,3.780039323465891,842.0,1+,837.0,847.0,Available,Available,0.9166666666666666,High relative prevalence,0.9583333333333334
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Manitoba,Both sexes,Total,1+,2023–2024,11.12,0.0283,11.07,11.18,0.25,155155.0,1501930.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Manitoba,Internal Medicine,1461000,126,8.624229979466119,964395.0,7653.928571428572,3.676898518556522,984.0,1+,966.0,1002.0,Available,Available,1.0,High relative prevalence,0.8583333333333333
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Saskatchewan,Both sexes,Total,1+,2023–2024,9.71,0.0286,9.65,9.76,0.3,116105.0,1308595.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Saskatchewan,Internal Medicine,1217700,117,9.608277900960829,489055.0,4179.957264957265,2.008024837404817,826.0,1+,809.0,845.0,Available,Available,0.6666666666666666,Moderate relative prevalence,0.4583333333333333
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Alberta,Both sexes,Total,1+,2023–2024,9.31,0.0142,9.28,9.33,0.15,438080.0,5351830.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Alberta,Internal Medicine,4734700,521,11.003865081208946,2652189.0,5090.573896353167,2.4454792651154724,929.0,1+,920.0,939.0,Available,Available,0.5833333333333334,Moderate relative prevalence,0.6583333333333333
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,British Columbia,Both sexes,Total,1+,2023–2024,9.27,0.0124,9.24,9.29,0.13,562280.0,5805150.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,British Columbia,Internal Medicine,5585500,673,12.049055590367916,2850985.0,4236.233283803864,2.035059478294952,733.0,1+,726.0,741.0,Available,Available,0.5,Moderate relative prevalence,0.5583333333333333
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Yukon,Both sexes,Total,1+,2023–2024,7.83,0.1395,7.56,8.11,1.78,3320.0,46975.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Yukon,Internal Medicine,45700,0,0.0,,,,573.0,1+,497.0,661.0,Available,Unavailable_due_to_service_volume,0.25,Lower relative prevalence,
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Northwest Territories,Both sexes,Total,1+,2023–2024,10.28,0.1826,9.93,10.65,1.78,3600.0,44630.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Northwest Territories,Internal Medicine,44300,1,2.257336343115124,,,,775.0,1+,676.0,896.0,Available,Unavailable_due_to_service_volume,0.8333333333333334,High relative prevalence,
"Diabetes mellitus (types combined), excluding gestational diabetes",Age-standardized prevalence,Nunavut,Both sexes,Total,1+,2023–2024,7.77,0.2446,7.3,8.29,3.15,1505.0,42260.0,Internal Medicine,Pediatrics,Closest_available,Endocrinology is not available in the market dataset; Internal Medicine is the closest available adult medical category with pediatric relevance,Nunavut,Internal Medicine,40900,0,0.0,,,,390.0,1+,295.0,564.0,Available,Unavailable_due_to_service_volume,0.16666666666666666,Lower relative prevalence,
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,1+,2023–2024,17.69,0.0583,17.58,17.81,0.33,95455.0,550540.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Newfoundland and Labrador,Psychiatry,540500,85,15.726179463459758,50987.0,599.8470588235294,0.288162705121386,,,,,Not_available_for_condition,Available,0.75,High relative prevalence,0.23863636363636365
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Prince Edward Island,Both sexes,Total,1+,2023–2024,18.15,0.1012,17.95,18.35,0.56,32485.0,178455.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Prince Edward Island,Psychiatry,175800,15,8.532423208191126,29746.0,1983.0666666666664,0.9526525915180515,,,,,Not_available_for_condition,Available,0.8333333333333334,High relative prevalence,0.6022727272727273
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Nova Scotia,Both sexes,Total,1+,2023–2024,17.07,0.0389,16.99,17.14,0.23,195570.0,1149030.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Nova Scotia,Psychiatry,1056200,202,19.125165688316606,47152.0,233.4257425742574,0.11213623945592277,,,,,Not_available_for_condition,Available,0.5833333333333334,Moderate relative prevalence,0.14772727272727273
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,New Brunswick,Both sexes,Total,1+,2023–2024,,,,,,,,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,New Brunswick,Psychiatry,835000,97,11.616766467065869,78744.0,811.7938144329897,0.38998057609321185,,,,,Not_available_for_condition,Available,,Evidence unavailable,0.32954545454545453
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Quebec,Both sexes,Total,1+,2023–2024,10.02,0.0108,10.0,10.04,0.11,872950.0,8752780.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Quebec,Psychiatry,8903100,1350,15.16325774168548,2863602.0,2121.1866666666665,1.019004559483731,,,,,Not_available_for_condition,Available,0.16666666666666666,Lower relative prevalence,0.7840909090909091
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Ontario,Both sexes,Total,1+,2023–2024,15.54,0.0098,15.52,15.56,0.06,2552945.0,16398910.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Ontario,Psychiatry,15788400,2220,14.060956145017862,4632344.0,2086.6414414414417,1.0024092533911209,,,,,Not_available_for_condition,Available,0.3333333333333333,Lower relative prevalence,0.6931818181818182
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Manitoba,Both sexes,Total,1+,2023–2024,19.76,0.0368,19.69,19.83,0.19,291985.0,1501930.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Manitoba,Psychiatry,1461000,192,13.141683778234087,419270.0,2183.6979166666665,1.0490345656920612,,,,,Not_available_for_condition,Available,1.0,High relative prevalence,0.875
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Saskatchewan,Both sexes,Total,1+,2023–2024,15.04,0.0342,14.97,15.11,0.23,196015.0,1308590.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Saskatchewan,Psychiatry,1217700,113,9.279789767594648,171947.0,1521.654867256637,0.7309933029759088,,,,,Not_available_for_condition,Available,0.25,Lower relative prevalence,0.42045454545454547
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Alberta,Both sexes,Total,1+,2023–2024,17.02,0.0181,16.98,17.05,0.11,908470.0,5351835.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Alberta,Psychiatry,4734700,679,14.340929731556384,2295519.0,3380.7349042709866,1.6240835075922582,,,,,Not_available_for_condition,Available,0.5,Moderate relative prevalence,0.9659090909090909
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,British Columbia,Both sexes,Total,1+,2023–2024,16.63,0.0169,16.6,16.67,0.1,974295.0,5805145.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,British Columbia,Psychiatry,5585500,973,17.42010563065079,1654851.0,1700.7718396711202,0.8170399552764827,,,,,Not_available_for_condition,Available,0.4166666666666667,Lower relative prevalence,0.5113636363636364
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Yukon,Both sexes,Total,1+,2023–2024,19.47,0.206,19.06,19.88,1.06,9245.0,46975.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Yukon,Psychiatry,45700,2,4.3763676148796495,95.0,47.5,0.022818697352807494,,,,,Not_available_for_condition,Available,0.9166666666666666,High relative prevalence,0.056818181818181816
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Northwest Territories,Both sexes,Total,1+,2023–2024,17.39,0.2033,16.99,17.8,1.17,7845.0,44635.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Northwest Territories,Psychiatry,44300,2,4.514672686230248,,,,,,,,Not_available_for_condition,Unavailable_due_to_service_volume,0.6666666666666666,Moderate relative prevalence,
Use of health services for mental illness and alcohol/drug induced disorders (annual),Age-standardized prevalence,Nunavut,Both sexes,Total,1+,2023–2024,3.41,0.1061,3.21,3.66,3.11,1415.0,42260.0,Psychiatry,,Direct,Mental health service utilization measure with primary relevance to psychiatry,Nunavut,Psychiatry,40900,0,0.0,,,,,,,,Not_available_for_condition,Unavailable_due_to_service_volume,0.08333333333333333,Lower relative prevalence,
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,1+,2023–2024,11.53,0.047,11.44,11.63,0.41,62180.0,550535.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Newfoundland and Labrador,Psychiatry,540500,85,15.726179463459758,50987.0,599.8470588235294,0.288162705121386,,,,,Not_available_for_condition,Available,0.8333333333333334,High relative prevalence,0.23863636363636365
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Prince Edward Island,Both sexes,Total,1+,2023–2024,11.38,0.0798,11.23,11.54,0.7,20520.0,178455.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Prince Edward Island,Psychiatry,175800,15,8.532423208191126,29746.0,1983.0666666666664,0.9526525915180515,,,,,Not_available_for_condition,Available,0.6666666666666666,Moderate relative prevalence,0.6022727272727273
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Nova Scotia,Both sexes,Total,1+,2023–2024,11.48,0.0316,11.42,11.54,0.28,133375.0,1149030.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Nova Scotia,Psychiatry,1056200,202,19.125165688316606,47152.0,233.4257425742574,0.11213623945592277,,,,,Not_available_for_condition,Available,0.75,High relative prevalence,0.14772727272727273
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,New Brunswick,Both sexes,Total,1+,2023–2024,,,,,,,,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,New Brunswick,Psychiatry,835000,97,11.616766467065869,78744.0,811.7938144329897,0.38998057609321185,,,,,Not_available_for_condition,Available,,Evidence unavailable,0.32954545454545453
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Quebec,Both sexes,Total,1+,2023–2024,5.85,0.0083,5.83,5.87,0.14,507595.0,8752780.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Quebec,Psychiatry,8903100,1350,15.16325774168548,2863602.0,2121.1866666666665,1.019004559483731,,,,,Not_available_for_condition,Available,0.16666666666666666,Lower relative prevalence,0.7840909090909091
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Ontario,Both sexes,Total,1+,2023–2024,10.25,0.0079,10.23,10.26,0.08,1695450.0,16398910.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Ontario,Psychiatry,15788400,2220,14.060956145017862,4632344.0,2086.6414414414417,1.0024092533911209,,,,,Not_available_for_condition,Available,0.4166666666666667,Lower relative prevalence,0.6931818181818182
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Manitoba,Both sexes,Total,1+,2023–2024,14.74,0.0319,14.68,14.8,0.22,215175.0,1501930.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Manitoba,Psychiatry,1461000,192,13.141683778234087,419270.0,2183.6979166666665,1.0490345656920612,,,,,Not_available_for_condition,Available,1.0,High relative prevalence,0.875
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Saskatchewan,Both sexes,Total,1+,2023–2024,10.04,0.0282,9.98,10.09,0.28,128700.0,1308590.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Saskatchewan,Psychiatry,1217700,113,9.279789767594648,171947.0,1521.654867256637,0.7309933029759088,,,,,Not_available_for_condition,Available,0.3333333333333333,Lower relative prevalence,0.42045454545454547
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Alberta,Both sexes,Total,1+,2023–2024,11.09,0.0146,11.06,11.11,0.13,589735.0,5351830.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Alberta,Psychiatry,4734700,679,14.340929731556384,2295519.0,3380.7349042709866,1.6240835075922582,,,,,Not_available_for_condition,Available,0.5833333333333334,Moderate relative prevalence,0.9659090909090909
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,British Columbia,Both sexes,Total,1+,2023–2024,10.66,0.0135,10.64,10.69,0.13,630680.0,5805150.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,British Columbia,Psychiatry,5585500,973,17.42010563065079,1654851.0,1700.7718396711202,0.8170399552764827,,,,,Not_available_for_condition,Available,0.5,Moderate relative prevalence,0.5113636363636364
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Yukon,Both sexes,Total,1+,2023–2024,11.8,0.16,11.49,12.12,1.36,5635.0,46970.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Yukon,Psychiatry,45700,2,4.3763676148796495,95.0,47.5,0.022818697352807494,,,,,Not_available_for_condition,Available,0.9166666666666666,High relative prevalence,0.056818181818181816
